pid,comm,rss_kb,pss_kb,swap_kb,anon_kb,file_kb,shared_clean_kb,shared_dirty_kb
5532,chrome,26956,4236,15624,5284,0,21424,3336
5814,chrome_crashpad,820,314,232,92,0,520,0
5910,code,49264,35776,55600,26972,0,16160,528
5928,code,19496,6792,10036,2520,0,15680,72
6082,chromium,50260,18935,25020,19512,0,30596,3828
6264,Discord,82176,43989,83808,34388,0,46280,2180
6282,chrome,48008,13227,38808,13304,0,32444,5360
6427,Discord,22056,11693,9316,6024,0,14124,248
6819,code,141352,120848,73560,117532,0,23732,1764
6826,code,239340,207705,43072,177844,0,40464,1840
7628,chrome,208332,122491,36972,110108,0,94572,6084
7679,chromium,297696,230320,44312,224572,0,71876,4116
7697,chromium,162388,101614,33876,98232,0,63776,4008
7936,chromium,267264,183084,57200,168860,0,94668,4316
8101,code,32208,14478,33980,11456,0,20484,52
8102,code,26224,11170,33368,8040,0,17996,4
8103,code,52736,32494,190808,28092,0,23868,20
8151,code,49256,29708,113972,26192,0,22892,24
8205,code,30200,12563,32504,8900,0,21152,12
8349,Discord,474276,453631,133372,422616,0,27992,3192
8527,brave,21732,5014,13216,4948,0,16604,3356
8613,brave,40812,14360,29160,10452,0,30088,3308
8622,chromium,53312,15928,27624,15920,0,37308,3800
9107,pet,36,32,1236,32,0,4,0
9246,brave,731408,652141,40456,605396,0,110240,4408
9340,chromium,12200,1908,15168,1104,0,10960,28
9468,code,12372,4885,33676,4040,0,8192,0
9469,Discord,8660,2355,9288,1140,0,7488,24
9626,bash,12,4,1656,4,0,8,0
9740,brave,20808,4653,15960,1444,0,19040,52
9943,code,7032,2998,320916,2528,0,4364,0
9967,chromium,51608,14499,21420,14372,0,37044,3872
10150,chromium,99072,73192,40700,74812,0,24068,3880
10485,chromium,36764,15357,26096,17472,0,19196,3820
10664,chromium,488872,418221,44848,410936,0,75612,4556
11381,chromium,287896,225528,57048,221748,0,65716,4060
12094,pet,24,20,1284,20,0,4,0
12230,bash,12,4,1656,4,0,8,0
12278,code,22140,13282,337076,12036,0,9908,0
21998,bash,12,4,1548,4,0,8,0
22836,bash,4268,1932,508,1296,0,2880,0
128721,gamemoded,2712,1201,188,816,0,1760,0
212756,chrome,13288,1920,14784,1052,0,12140,96
214280,chrome,66416,10720,27588,8372,0,55800,5344
225123,chrome,147928,55866,29120,40248,0,101632,6324
638683,gvfsd-network,640,632,1264,632,0,8,0
654005,brave,145172,68995,22096,37316,0,105592,3904
676246,brave,10164,2391,18412,4508,0,5624,3308
723756,chromium,24204,14513,53780,17716,0,6400,3908
840059,polybar,6436,3472,140,2912,0,3472,0
840060,polybar,5976,3089,180,2584,0,3364,0
840061,polybar,7324,4217,128,2916,0,3636,0
840112,python3,8520,6374,532,5348,0,3088,0
840113,i3-msg,908,206,0,188,0,708,0
840477,chrome,99972,33326,29672,28428,0,69096,5560
852368,bash,5532,2290,0,1556,0,3976,0
852432,bash,3776,906,0,368,0,3408,0
852443,jupyter-lab,231236,220793,0,214892,0,15388,0
852670,chrome,280692,175026,19764,152680,0,119588,7384
852844,python,64784,52083,0,49048,0,15736,0
852847,python,64792,52114,0,49068,0,15724,0
852848,python,65204,52375,0,49324,0,15880,0
853135,python,64844,54127,0,49052,0,15712,0
853261,python,116124,103041,0,85312,0,16244,0
866927,chromium,265996,165396,11756,135868,0,116884,5060
867050,chromium,149896,55112,11916,36560,0,108468,4932
867108,chrome,68052,11933,20476,9760,0,55904,5428
867145,chrome,210620,119449,20452,108600,0,98948,5492
867247,chromium,57044,11928,12220,9160,0,47516,4084
