pid,comm,rss_kb,pss_kb,swap_kb,anon_kb,file_kb,shared_clean_kb,shared_dirty_kb
3841,code,1028,256,8160,1024,0,4,1024
4092,chromium,114260,53194,106112,39884,0,70280,1380
4418,chromium,63416,41902,17688,33460,0,24728,616
5047,chrome,112792,41451,103620,29672,0,79732,1844
5179,chrome,71044,25740,18308,17412,0,50272,956
5183,chrome_crashpad,744,294,248,104,0,456,0
5277,brave,110396,45661,95028,28952,0,78096,1696
5303,brave,48516,20751,15924,11136,0,35236,156
5320,gnome-keyring-d,12,4,812,4,0,8,0
5330,chromium,22736,5162,15668,6900,0,15472,3976
5456,gnome-keyring-d,3068,468,836,372,0,2680,0
5532,chrome,29988,4578,15612,5272,0,24460,3324
5814,chrome_crashpad,836,326,240,84,0,520,0
5910,code,35100,23571,62740,19680,0,13456,528
5928,code,17252,7007,10020,2536,0,12384,72
6082,chromium,50092,17014,37868,16968,0,32984,3812
6264,Discord,80412,40853,88680,27672,0,46964,2400
6282,chrome,43688,9517,42600,9644,0,31844,5288
6427,Discord,21632,11653,9448,6004,0,13448,288
6819,code,106784,87388,111160,82388,0,24252,1556
6826,code,183224,156053,46216,141932,0,35212,1640
7628,chrome,164820,82733,81276,73048,0,88880,6016
7679,chromium,279704,214816,72536,209292,0,69500,4068
7697,chromium,165208,97604,27864,91936,0,72840,4024
7936,chromium,221816,142110,100732,130740,0,89548,4268
8101,code,28312,13572,34424,11320,0,16816,52
8102,code,22140,9511,33728,7672,0,14324,4
8103,code,50388,31405,195836,27432,0,22548,24
8151,code,93300,74017,65048,69968,0,22956,12
8205,code,24724,10180,33384,7988,0,16612,12
8349,Discord,451924,425981,148692,383704,0,36848,3448
8527,brave,23344,5530,13496,4552,0,18644,2984
8613,brave,38420,13707,31128,8540,0,29652,2968
8622,chromium,55700,14358,30692,13436,0,42220,3788
9107,pet,20,16,1252,16,0,4,0
9246,brave,681500,630266,44856,584976,0,67844,4100
9340,chromium,13692,2046,15184,1096,0,12516,20
9468,code,11968,4982,33584,4196,0,7628,4
9469,Discord,9880,2912,9248,1176,0,8592,24
9626,bash,12,4,1656,4,0,8,0
9740,brave,21784,4856,15752,1436,0,20220,40
9943,code,10416,4888,319156,4288,0,5988,0
9967,chromium,79544,18836,20040,13764,0,65448,3908
10664,chromium,489552,421485,49668,414892,0,73324,4428
11381,chromium,310432,234425,52880,226180,0,83520,4168
12094,pet,24,20,1284,20,0,4,0
12230,bash,12,4,1656,4,0,8,0
12278,code,18036,10363,339704,9408,0,8456,0
21998,bash,12,4,1548,4,0,8,0
22836,bash,3660,1199,936,868,0,2792,0
128721,gamemoded,2980,1195,128,880,0,1964,0
212756,chrome,13324,1868,14820,1020,0,12204,100
214280,chrome,64576,9448,28936,7176,0,55220,5272
225123,chrome,149516,57022,29960,41632,0,102252,6316
638683,gvfsd-network,420,412,1484,412,0,8,0
676246,brave,16136,3665,18544,4396,0,11684,2964
840477,chrome,93580,28613,35660,24188,0,67028,5436
852368,bash,3828,413,1524,32,0,3796,0
852432,bash,3420,307,356,12,0,3408,0
852443,jupyter-lab,57460,53439,165744,49148,0,4980,0
852670,chrome,255236,155023,30744,137488,0,111064,7292
852844,python,6200,2796,46512,2536,0,3664,0
852847,python,6272,2909,46420,2648,0,3624,0
852848,python,6328,2827,46760,2564,0,3764,0
853135,python,6552,3030,46584,2468,0,4084,0
853261,python,73640,69563,20676,64676,0,4764,0
866927,chromium,176672,83846,72952,67732,0,106728,4784
875007,chromium,50336,7850,18112,5544,0,44464,4036
877209,bash,3504,364,252,52,0,3448,0
877241,bash,3564,370,492,36,0,3528,0
877256,srt-logger,2416,224,208,84,0,2240,0
877441,steam,57660,45394,83796,22268,0,7868,10704
877487,srt-bwrap,1624,32,136,16,0,1608,0
877499,srt-logger,2272,80,272,32,0,2240,0
877634,steam-runtime-l,4016,1763,196,324,0,2300,0
877637,pv-adverb,2284,112,372,32,0,2208,0
877665,steamwebhelper,256408,181251,200568,44680,0,93492,9312
877668,steamwebhelper,9148,1809,11520,988,0,8036,0
877674,steamwebhelper,13420,2409,9988,2776,0,10644,2708
877675,steamwebhelper,14820,1847,8524,4144,0,10676,4136
877677,steamwebhelper,6356,1045,8612,4160,0,2196,4136
877714,steamwebhelper,162128,103573,138276,67164,0,72900,3092
877947,steamwebhelper,33000,15690,13388,9108,0,21392,556
877956,steamwebhelper,17600,4321,10640,5836,0,11536,4228
877973,steamwebhelper,374616,341674,198080,315912,0,45264,4800
879967,polybar,10832,2325,1836,1160,0,9644,0
879968,polybar,10788,2222,1680,1088,0,9672,0
879969,polybar,10824,2331,1836,1140,0,9652,0
880070,python3,10820,7772,0,5844,0,3560,0
880071,i3-msg,2412,256,0,188,0,2204,0
880706,reaper,3316,867,9908,184,0,884,2048
880721,srt-bwrap,1736,144,40,128,0,1608,0
880781,pv-adverb,2536,743,56,372,0,1816,0
880805,dota.sh,5884,1001,13824,336,0,3304,2048
880810,dota2,3340924,3305649,255488,3166288,0,40828,10692
880998,steamwebhelper,85984,59017,22664,50228,0,35044,4536
881090,gameoverlayui,29588,18579,17576,8292,0,7384,10692
929445,chrome,66520,11528,20640,9456,0,54676,5416
930311,chrome,244860,155581,20616,145344,0,96156,5460
930328,bwrap,1952,177,0,136,0,1784,92
930329,bwrap,1268,156,0,160,0,1108,92
930337,glycin-svg,16320,7348,0,2604,0,10200,0
