pid,comm,rss_kb,pss_kb,swap_kb,anon_kb,file_kb,shared_clean_kb,shared_dirty_kb
717,dbus-broker-lau,1328,507,196,164,0,1060,0
719,dbus-broker,1920,748,292,676,0,1244,0
721,pipewire,13596,11202,17464,9968,0,2836,260
722,wireplumber,10144,7127,11604,6072,0,3272,0
723,bash,12,4,1580,4,0,8,0
724,pipewire-pulse,50432,47157,20328,45572,0,3820,356
788,xdg-permission-,236,228,256,228,0,8,0
811,startx,12,4,348,4,0,8,0
831,xinit,12,4,220,4,0,8,0
832,Xorg,93720,89744,61168,87132,0,4304,336
849,i3,40824,36328,6544,9372,0,5052,0
855,nm-applet,12804,7953,11200,6980,0,5712,4
857,dunst,6540,4922,8320,4796,0,1644,36
858,terminator,41980,30379,21268,25552,0,14500,8
859,chromium,270392,219666,102352,159808,0,61284,1444
860,pavucontrol,52736,40242,25572,34532,0,16364,4
861,thunar,14544,8068,14004,7268,0,7028,216
863,chrome,310184,231265,121188,134648,0,92004,3304
864,brave,193504,134986,67636,84436,0,77004,452
865,lxtask,16052,8487,8940,7264,0,8680,4
866,corectrl,60060,56384,21608,49748,0,4760,0
867,gnome-system-mo,106068,65109,21636,51092,0,52244,8
869,Discord,74816,51807,66684,38724,0,33336,200
890,cat,12,4,104,4,0,8,0
891,cat,180,45,80,28,0,136,0
905,gvfsd,272,264,1496,264,0,8,0
922,gvfsd-fuse,1628,379,496,244,0,1352,0
983,chrome_crashpad,120,112,260,112,0,8,0
1003,chrome_crashpad,12,4,332,4,0,8,0
1041,xdg-desktop-por,5608,2318,2008,1616,0,3484,4
1074,chromium,644,322,15844,636,0,8,628
1076,chromium,3808,237,12592,3800,0,8,3796
1084,xdg-document-po,3768,626,344,408,0,3332,0
1085,Discord,716,354,8384,708,0,8,708
1086,Discord,12,2,8992,4,0,8,4
1105,at-spi-bus-laun,272,260,504,260,0,8,4
1106,xdg-desktop-por,12456,8695,6280,8292,0,3984,8
1114,dbus-broker-lau,16,8,280,8,0,8,0
1115,dbus-broker,1040,156,156,88,0,952,0
1116,chrome_crashpad,828,439,252,116,0,392,0
1121,at-spi2-registr,2072,294,524,200,0,1852,0
1144,Discord,8,2,9016,4,0,4,4
1154,chrome_crashpad,12,4,328,4,0,8,0
1165,chromium,7848,802,12424,4072,0,3776,3816
1211,chrome,4384,808,15220,864,0,3520,568
1212,gvfs-udisks2-vo,5020,1523,1560,848,0,3780,4
1216,chrome,3140,237,12860,3132,0,8,3128
1235,chrome_crashpad,788,399,268,104,0,392,0
1258,gvfsd-metadata,3652,771,276,500,0,3080,0
1260,chrome_crashpad,12,4,328,4,0,8,0
1306,chrome,6628,662,12696,3396,0,3232,3204
1423,brave,816,408,14308,808,0,8,800
1424,brave,3300,482,11732,3292,0,8,3288
1464,gvfs-mtp-volume,3236,483,356,364,0,2868,0
1478,brave,6528,1237,11568,3556,0,2896,3288
1490,gvfsd-trash,448,440,1588,440,0,8,0
1504,dconf-service,3548,509,204,336,0,3180,0
2580,bash,12,4,1556,4,0,8,0
2699,code,57064,31754,74040,25860,0,30348,196
3378,code,412,202,8760,404,0,8,404
3402,code,1036,257,8044,1028,0,8,1028
3841,code,1032,257,8156,1028,0,4,1028
4092,chromium,152652,90298,88424,61652,0,77524,1648
4418,chromium,63924,42977,17904,34288,0,23792,700
5047,chrome,133900,59752,89652,41972,0,86704,1756
5179,chrome,74580,27860,16892,18076,0,52752,940
5183,chrome_crashpad,872,423,236,116,0,456,0
5277,brave,131728,60046,92344,34092,0,91180,1416
5303,brave,52696,21504,15844,11652,0,38696,164
5320,gnome-keyring-d,12,4,812,4,0,8,0
5330,chromium,22328,5863,15268,7752,0,14180,4024
5456,gnome-keyring-d,3076,495,828,376,0,2684,0
5532,chrome,26964,4237,15624,5292,0,21424,3336
5814,chrome_crashpad,760,254,232,92,0,520,0
5910,code,39828,28368,55908,26416,0,13068,524
5928,code,18980,6585,10036,2520,0,15292,72
6082,chromium,50260,18938,25020,19512,0,30596,3828
6264,Discord,82176,44000,83808,34388,0,46284,2176
6282,chrome,48012,13206,38808,13308,0,32444,5360
6427,Discord,22072,11712,9316,6040,0,14124,248
6819,code,141044,120675,73600,117352,0,23604,1764
6826,code,186904,158685,46424,148456,0,34664,1816
7628,chrome,208280,122340,36972,110108,0,94520,6084
7679,chromium,305916,238545,44316,232792,0,71876,4116
7697,chromium,163964,103191,33880,99808,0,63776,4008
7936,chromium,273248,189074,59836,170900,0,94668,4320
8101,code,31080,13807,34836,11028,0,19856,52
8102,code,26188,11168,33396,8004,0,17996,4
8103,code,48816,29144,193640,25112,0,23088,12
8151,code,49228,29815,113984,26164,0,22860,24
8205,code,27952,11533,33288,8108,0,19728,4
8349,Discord,471764,451176,133380,420156,0,27960,3176
8527,brave,21732,5014,13216,4948,0,16604,3356
8613,brave,40812,14361,29160,10452,0,30088,3308
8622,chromium,53312,15934,27624,15920,0,37308,3800
9107,pet,36,32,1236,32,0,4,0
9246,brave,739912,660647,40468,613416,0,110236,4412
9340,chromium,12200,1909,15168,1104,0,10960,28
9468,code,12364,4879,33676,4032,0,8192,0
9469,Discord,8660,2358,9288,1140,0,7488,24
9626,bash,12,4,1656,4,0,8,0
9740,brave,20804,4666,15964,1440,0,19020,52
9943,code,7028,2995,320920,2524,0,4364,0
9967,chromium,51600,14491,21428,14372,0,37044,3872
