pid,comm,rss_kb,pss_kb,swap_kb,anon_kb,file_kb,shared_clean_kb,shared_dirty_kb
717,dbus-broker-lau,1328,386,196,164,0,1164,0
719,dbus-broker,1940,765,272,696,0,1244,0
721,pipewire,14580,12181,17100,10952,0,2836,260
722,wireplumber,10144,7111,11604,6072,0,3272,0
723,bash,12,4,1580,4,0,8,0
724,pipewire-pulse,54908,51622,18320,50024,0,3820,356
788,xdg-permission-,236,228,256,228,0,8,0
811,startx,12,4,348,4,0,8,0
831,xinit,12,4,220,4,0,8,0
832,Xorg,97240,92904,58764,89484,0,4472,708
849,i3,40920,36265,6544,9372,0,5168,0
855,nm-applet,12804,7831,11200,6980,0,5760,4
857,dunst,8736,5255,8116,5020,0,3584,36
858,terminator,41980,29812,21268,25552,0,14920,8
859,chromium,278768,227263,85776,160752,0,63104,1208
860,pavucontrol,52736,39566,25572,34532,0,16680,4
861,thunar,25916,13209,11964,9328,0,14984,372
863,chrome,307760,229224,120832,132048,0,92080,3304
864,brave,194432,135824,67604,85208,0,77064,492
865,lxtask,28304,14888,7532,9500,0,16468,84
866,corectrl,60320,56586,21608,50008,0,4768,0
867,gnome-system-mo,205920,151043,17620,130556,0,67492,312
869,Discord,92672,62119,65684,39688,0,45996,204
890,cat,12,4,104,4,0,8,0
891,cat,180,44,80,28,0,136,0
905,gvfsd,272,264,1496,264,0,8,0
922,gvfsd-fuse,1628,373,496,244,0,1352,0
983,chrome_crashpad,120,112,260,112,0,8,0
1003,chrome_crashpad,12,4,332,4,0,8,0
1041,xdg-desktop-por,6364,2448,2000,1624,0,4184,4
1074,chromium,644,322,15844,636,0,8,628
1076,chromium,3808,305,12592,3800,0,8,3796
1084,xdg-document-po,3772,610,344,412,0,3332,0
1085,Discord,716,354,8384,708,0,8,708
1086,Discord,12,2,8992,4,0,8,4
1105,at-spi-bus-laun,3260,399,496,268,0,2968,4
1106,xdg-desktop-por,12868,8843,6196,8376,0,4276,8
1114,dbus-broker-lau,16,8,280,8,0,8,0
1115,dbus-broker,1040,154,156,88,0,952,0
1116,chrome_crashpad,896,506,252,116,0,392,0
1121,at-spi2-registr,2072,290,524,200,0,1852,0
1144,Discord,8,2,9016,4,0,4,4
1154,chrome_crashpad,12,4,328,4,0,8,0
1165,chromium,7848,920,12424,4072,0,3776,3816
1211,chrome,4384,806,15220,864,0,3520,568
1212,gvfs-udisks2-vo,5020,1372,1560,848,0,3968,4
1216,chrome,3140,237,12860,3132,0,8,3128
1235,chrome_crashpad,792,402,268,104,0,392,0
1258,gvfsd-metadata,3652,728,276,500,0,3084,32
1260,chrome_crashpad,12,4,328,4,0,8,0
1306,chrome,6628,661,12696,3396,0,3232,3204
1423,brave,816,408,14308,808,0,8,800
1424,brave,3300,482,11732,3292,0,8,3288
1464,gvfs-mtp-volume,3236,463,356,364,0,2868,0
1478,brave,6528,1236,11568,3556,0,2896,3288
1490,gvfsd-trash,448,440,1588,440,0,8,0
1504,dconf-service,3560,497,204,348,0,3180,0
2580,bash,12,4,1556,4,0,8,0
2699,code,67212,39244,72616,27148,0,34808,200
3378,code,412,202,8760,404,0,8,404
3402,code,1036,257,8044,1028,0,8,1028
3841,code,1032,257,8156,1028,0,4,1028
4092,chromium,154536,86196,81516,63524,0,79964,1900
4418,chromium,67512,45299,17040,34504,0,26004,624
5047,chrome,134380,57545,89628,42344,0,86768,1904
5179,chrome,74884,28104,16864,18112,0,52816,956
5183,chrome_crashpad,872,421,236,116,0,456,0
5277,brave,132076,56673,92344,34216,0,91248,1616
5303,brave,52500,21300,15844,11456,0,38696,164
5320,gnome-keyring-d,12,4,812,4,0,8,0
5330,chromium,22616,6281,14812,7928,0,14288,3972
5456,gnome-keyring-d,3076,479,828,376,0,2684,0
5532,chrome,26964,4241,15620,5292,0,21424,3336
5814,chrome_crashpad,820,310,232,92,0,520,0
5910,code,49264,35753,55600,26972,0,16160,528
5928,code,19588,6869,10032,2520,0,15680,72
6082,chromium,60960,29812,24916,29876,0,30932,3828
6264,Discord,104320,57157,81580,35800,0,53624,7724
6282,chrome,48008,13241,38808,13304,0,32444,5360
6427,Discord,22416,11812,9312,6044,0,14388,256
6819,code,141708,121117,73540,117796,0,23824,1764
6826,code,204112,172389,43000,142116,0,40580,1840
7628,chrome,210204,124330,36972,111980,0,94588,6084
7679,chromium,296468,229894,44312,223304,0,71936,4116
7697,chromium,167932,102387,28588,96988,0,70536,4040
7936,chromium,267624,184686,57196,169220,0,94664,4316
8101,code,32452,14718,33980,11700,0,20484,52
8102,code,26272,11216,33328,8088,0,17996,4
8103,code,52752,32498,190792,28108,0,23868,20
8151,code,49260,29701,113956,26196,0,22892,24
8205,code,30224,12585,32476,8924,0,21152,12
8349,Discord,591480,559918,131900,500244,0,42112,8852
8527,brave,21732,5012,13216,4948,0,16604,3356
8613,brave,40812,14357,29160,10452,0,30088,3308
8622,chromium,55704,17499,27348,16740,0,38884,3800
9107,pet,36,32,1236,32,0,4,0
9246,brave,723804,644260,40432,597200,0,110500,4576
9340,chromium,12204,1994,15164,1108,0,10968,28
9468,code,12412,4922,33668,4080,0,8192,0
9469,Discord,10584,3277,9240,1212,0,9028,24
9626,bash,12,4,1656,4,0,8,0
9740,brave,20804,4605,15960,1440,0,19096,52
9943,code,7044,3009,320904,2540,0,4364,0
9967,chromium,82080,20911,18012,15472,0,66148,3920
10664,chromium,645500,575433,44736,566876,0,76032,4592
11381,chromium,303748,226646,50948,217380,0,85152,4184
12094,pet,24,20,1284,20,0,4,0
12230,bash,12,4,1656,4,0,8,0
12278,code,22216,13356,337000,12112,0,9908,0
21998,bash,12,4,1548,4,0,8,0
22836,bash,4268,1738,508,1296,0,2940,0
128721,gamemoded,2712,1133,188,816,0,1760,0
212756,chrome,13288,1921,14784,1052,0,12140,96
214280,chrome,66416,10719,27588,8372,0,55800,5344
225123,chrome,145504,49498,28888,32132,0,107236,6348
638683,gvfsd-network,640,632,1264,632,0,8,0
654005,brave,145424,69107,22096,37568,0,105776,3904
676246,brave,10164,2389,18412,4508,0,5624,3308
840059,polybar,6436,3433,140,2912,0,3472,0
840060,polybar,5976,3052,180,2584,0,3364,0
840061,polybar,7336,4093,128,2916,0,3792,0
840112,python3,8544,6393,532,5372,0,3088,0
840113,i3-msg,908,205,0,188,0,708,0
840477,chrome,100312,33601,29672,28704,0,69160,5560
852368,bash,5532,2030,0,1556,0,3976,0
852432,bash,3776,667,0,368,0,3408,0
852443,jupyter-lab,231236,220751,0,214892,0,15388,0
852670,chrome,281256,174765,19764,153240,0,120428,7376
852844,python,64784,52046,0,49048,0,15736,0
852847,python,64792,52082,0,49068,0,15724,0
852848,python,65204,52334,0,49324,0,15880,0
853135,python,64844,54086,0,49052,0,15712,0
853261,python,116136,103009,0,85324,0,16248,0
866927,chromium,267716,169586,11756,138184,0,115704,4808
