pid,comm,rss_kb,pss_kb,swap_kb,anon_kb,file_kb,shared_clean_kb,shared_dirty_kb
10689,steamwebhelper,11288,7525,14496,6436,0,4448,172
10690,steamwebhelper,7540,3263,12724,4696,0,2752,2416
11381,chromium,216436,161774,140856,155948,0,59968,4096
12094,pet,60,56,1248,56,0,4,0
12230,bash,12,4,1656,4,0,8,0
12278,code,17672,10284,340116,9000,0,8364,0
21998,bash,12,4,1548,4,0,8,0
22836,bash,4272,1945,508,1296,0,2880,0
128721,gamemoded,1568,723,324,680,0,852,0
211580,chrome,219576,151936,70080,149536,0,66924,5856
212756,chrome,11060,1409,15300,972,0,9996,80
214280,chrome,65256,8575,27852,8264,0,54756,5316
225123,chrome,174928,100754,37116,98284,0,73868,5808
225186,chrome,79932,23613,27620,23468,0,54104,5412
323996,brave,211324,155962,37048,150388,0,60564,3472
324455,brave,519076,445303,45788,432676,0,85812,3688
355568,brave,627604,553041,48972,538452,0,87224,3676
363455,brave,337492,284730,47944,279348,0,57860,3456
638683,gvfsd-network,640,632,1264,632,0,8,0
646742,chrome,93112,38150,41068,38052,0,52452,5876
646983,chrome,81040,33725,37560,34328,0,44096,5848
647343,chrome,29320,4973,33952,7164,0,19964,5372
647363,chrome,21512,3531,57384,5944,0,13356,5332
654005,brave,352268,285345,64424,276304,0,75112,3524
659908,chrome,93920,52336,42912,53528,0,37840,5764
660601,chrome,79656,27009,33816,27280,0,49784,5720
665216,chrome,96160,41332,35228,41352,0,52144,5788
676246,brave,8164,1822,18548,4500,0,3636,3304
679343,chrome,156932,77656,36304,73328,0,80252,5980
688844,chromium,72092,35872,27940,35236,0,36684,4000
688928,chromium,39832,22893,31636,25136,0,14640,3892
723756,chromium,22684,14329,54272,17624,0,4980,3924
836059,chromium,10076,1831,18944,5124,0,4932,3800
837352,steamwebhelper,7032,2540,17004,3760,0,3180,2352
837427,reaper,2136,268,16768,60,0,8,2048
837455,srt-bwrap,168,160,8,160,0,8,0
837526,pv-adverb,380,372,60,372,0,8,0
837573,dota.sh,2840,970,4596,740,0,8,2048
837578,dota2,2256156,2248384,728644,2209824,0,3828,5300
839931,gameoverlayui,15032,9749,20188,7404,0,1952,5252
840059,polybar,6348,3402,140,2864,0,3456,0
840060,polybar,6004,3115,180,2584,0,3392,0
840061,polybar,6328,3402,136,2860,0,3432,0
840112,python3,8604,6521,332,5504,0,3024,0
840113,i3-msg,908,205,0,188,0,708,0
840477,chrome,100680,32689,29952,30628,0,67620,5448
840720,steamwebhelper,53132,44955,75944,42428,0,7716,2772
852056,chrome,211452,119547,20516,112824,0,95688,5472
852368,bash,5532,2294,0,1556,0,3976,0
852432,bash,3776,908,0,368,0,3408,0
852443,jupyter-lab,234636,223418,0,214872,0,16676,0
852670,chrome,269472,162489,19856,137932,0,114640,6780
852844,python,66040,52367,0,49048,0,16988,0
852847,python,66048,52412,0,49068,0,16956,0
852848,python,66412,52651,0,49324,0,17080,0
853135,python,66376,54761,0,49052,0,17188,0
853261,python,76264,62349,0,58684,0,17312,0
854390,chrome,114100,22546,20336,16576,0,94356,5680
854400,chrome,124684,29807,20316,21512,0,98040,5892
854436,chrome,66744,10028,20540,9468,0,54888,5456
855007,chrome,85548,14118,20536,12152,0,70864,5512
855008,chrome,95424,19293,20532,16948,0,76048,5492
855014,chrome,89848,15850,20532,13780,0,73608,5600
